title,company,category,status,min_edu,min_exp,description,urlJob,urlImg
Host Livestreaming,PT LAURELTON GLOBAL VIRYA,Marketing,Penuh Waktu · Remote/Dari rumah,Minimal Sarjana (S1),1 - 3 tahun pengalaman,"Deskripsi pekerjaan Host Livestreaming PT LAURELTON GLOBAL VIRYAJob Description :Melakukan sesi live streaming secara terjadwal di berbagai platform e-commerce untuk memperkenalkan dan mempromosikan produk-produk Laurelton.Berinteraksi secara langsung dengan audiens, menjawab pertanyaan, serta memberikan informasi lengkap mengenai produk secara real-time.Bekerja sama dengan tim marketing untuk merancang dan mengimplementasikan strategi konten live streaming yang efektif dan efisien.Memantau performa live streaming dan menganalisis hasilnya untuk menemukan peluang peningkatan serta mengoptimalkan hasil yang didapat.Mengikuti perkembangan tren terbaru dalam live streaming dan pemasaran digital untuk menjaga agar konten tetap inovatif dan menarik perhatian.Berkolaborasi dengan tim untuk mengembangkan konsep dan ide segar yang dapat meningkatkan interaksi dan engagement dengan penonton.Requirement :WanitaUsia maksimal 30 tahunMemiliki pengalaman minimal 1-2 tahun dalam live streaming, marketing, atau bidang lain yang relevan.Mampu berkomunikasi dengan baik dan nyaman tampil di depan kamera dengan percaya diri.Berkepribadian ramah, energik, dan selalu ceria saat berinteraksi dengan audiens.Aktif berolahraga, seperti gym, yoga, pilates, senam, atau aktivitas olahraga lainnya secara rutin.Lihat Lebih Sedikit",https://glints.com/id/opportunities/jobs/host-livestreaming/cc3c538d-bb8a-436b-838f-af82e7d91f3e?utm_referrer=explore&traceInfo=74ecfe86-94d4-4892-bae0-d89144b0f829,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/afef42e52de0db754363368944e2aadd.png
Social Media Content Creator,PT Holicindo Dasa Anugerah,Marketing,Penuh Waktu · Kerja di kantor,Minimal SMA/SMK,1 - 3 tahun pengalaman,"Deskripsi pekerjaan Social Media Content Creator PT Holicindo Dasa AnugerahMembuat konten dan memberikan informasi dengan nilai tertentu seperti edukasi maupun hiburan di media digital. Bisa membuat konten di berbagai platform dengan jenis konten yang beragam pula bisa berupa foto, video, podcast, tulisan dan lain-lainnya.",https://glints.com/id/opportunities/jobs/social-media-content-creator/4aaaed97-c111-4c32-8144-4f0ed472197f?utm_referrer=explore&traceInfo=74ecfe86-94d4-4892-bae0-d89144b0f829,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/5bfd5d2621b0c9db25ffbda7404deb4b.png
Studio Manager,Myooz,Marketing,Penuh Waktu · Kerja di kantor,Minimal Sarjana (S1),1 - 3 tahun pengalaman,"Deskripsi pekerjaan Studio Manager MyoozAbout Us:We are a  creative agency based in Bali, specializing in branding, website development, digital marketing, and social media. As we grow, we are seeking an experienced and versatile Studio Manager to oversee daily operations, manage projects, and ensure the seamless delivery of high-quality work.The Role:The Studio Manager will take on a pivotal leadership role, working closely with the CEO to manage projects, lead the team, and act as a key client liaison. This role requires someone with a strong understanding of the creative industry, exceptional organizational skills, and the ability to wear multiple hats. The ideal candidate is a dynamic professional with experience in design, capable of managing a wide range of tasks while maintaining a focus on excellence and efficiency.Key Responsibilities:1. Project Management:- Oversee the planning and execution of branding, website development, social media, and advertising projects.- Develop and manage project timelines, budgets, and deliverables.- Ensure all work is completed on time, within scope, and to the highest standards.2. Client Relationship Management:- Serve as the primary point of contact for clients, ensuring clear and effective communication.- Build and maintain strong client relationships, providing guidance and updates throughout project lifecycles.- Understand client needs and translate them into actionable creative briefs.3. Team Leadership and Collaboration:- Lead and motivate the creative team, fostering a positive and productive work environment.- Assign tasks and manage workflows to ensure efficient use of resources.- Collaborate with the CEO to uphold the agency's creative vision and deliver consistent results.4. Operational Excellence:- Manage day-to-day studio operations, ensuring smooth workflows and adherence to deadlines.- Act as a stand-in for the CEO when needed, providing leadership and decision-making support.- Handle unexpected challenges with professionalism and resourcefulness.5. Versatile Problem-Solving:- Adapt to the evolving needs of the agency, taking on diverse responsibilities as required.- Balance strategic oversight with hands-on involvement in key projects.Qualifications and Skills:- Minimum 3–5 years of experience in a management role within a creative agency or marketing environment.- Proficiency in industry-standard tools, including Adobe Creative Suite (Photoshop, Illustrator, InDesign), Figma,  Meta Suite, Google Suite, etc- Strong understanding of branding, digital marketing, graphic design, and social media.- Proven track record of managing complex projects and delivering exceptional results.- Excellent communication skills in both English and Indonesian (written and verbal).- Leadership experience with the ability to guide and inspire a multidisciplinary team.- Exceptional organizational and problem-solving skills, with a focus on attention to detail.- Flexibility and adaptability to take on varied responsibilities.What We Offer:- A dynamic and collaborative work environment in Bali.- Opportunities to lead impactful projects and contribute to the agency’s growth.- A chance to work with innovative clients and creative professionals.- Competitive salary and potential for career advancement.Lihat Lebih Sedikit",https://glints.com/id/opportunities/jobs/studio-manager/a0d21291-2ced-42d0-b9bd-a662c1031f6d?utm_referrer=explore&traceInfo=74ecfe86-94d4-4892-bae0-d89144b0f829,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/8ed6e2941db344ba5e9e275fd29ad36a.jpg
Lead Digital Advertiser,Upperclicks,Marketing,Penuh Waktu · Kerja di kantor,Minimal Sarjana (S1),1 - 3 tahun pengalaman,"Deskripsi pekerjaan Lead Digital Advertiser UpperclicksJob descriptionsPT. Digital Kaliber Internasional is a digital marketing agency specializing in Google Ads and Meta Ads since 2019. We currently manage many big clients for their digital advertisement and are looking for another team-mate to join our ships!Responsibilities:Running Google Ads, Meta Ads, and TikTok AdsManage project using OKR (Use Objective and Key Results) methode.Create Google tag manager account and property in Google analytic 4.Tracking micro macro conversion.Create custom column level campaign, adgorup, keyword.Daily Optimation campaign.Create a project schedule and work plan.Reporting; evaluate project performance and create reports based on the evaluation.Keeping track of project progress and cost.Up to date on the latest digital marketing trends including Social Media, SEO, etc.In-depth knowledge of Google Analytics, Google Search Console, Google Ads Manager, Facebook Ads Manager, and other SEO Software.Able to work in a teamPositive attitude, detail-oriented, and good time managementYou’re a seeker of new ideas and care to share them with the teamYou can work on tight deadlines, easily blend in, and ALWAYS CURIOUS TO LEARN ABOUT NEW THINGS.Requirements:2 years of working experience in digital marketing or digital agencyExcellent leadership and management skillsLoves problem-solving and is a strategic thinkerAble to speak English at a working proficiency levelWhat will you do?Understanding funnel marketingCreating ads in Google AdsResearching the right keywords for adsCreating ad copyCreating tags for ads with Google Tag ManagerCreating ad extensionManaging and optimizing adsUnderstanding how to analyze ad dataSkills (Mandatory)Google AdsCopywritingAnalyze Dashboard Google Ads, Meta Ads, and TikTok Ads.Creative ThinkingData AnalyzeBenefits:Monthly SalaryAnnual Bonus: Based on individual performance and company performance.Full Employment: Permanent employment status and full-time position.Five-Day Work Week: Work schedule from Monday to Friday, five days a week.Macbook Pro/Air for Operational Use (After Probations)Health Services (After Probations)Lihat Lebih Sedikit",https://glints.com/id/opportunities/jobs/lead-digital-advertiser/e2260814-e4fd-4cf1-8f81-b6dbe2421e34?utm_referrer=explore&traceInfo=74ecfe86-94d4-4892-bae0-d89144b0f829,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/ddb730d6a98e72df979f4f0b101bc0f4.png
Google Ads Specialist,PT. Golden Berkat Abadi,Marketing,Penuh Waktu · Kerja di kantor,Minimal SMA/SMK,1 - 3 tahun pengalaman,"Deskripsi pekerjaan Google Ads Specialist PT. Golden Berkat AbadiKualifikasi:•	Mamiliki kemampuan mengelola Google Ads•	Memiliki pemahaman yang kuat tentang strategi digital marketing•	Memiliki kemampuan analytical thinking•	Creative & Inovatif•	Mengetahui tentang SEO / SEM•	Paham Fundamental google ads•	Memahami Aktivasi website•	Memiliki kemampuan Meta Ads ( FB Ads dan CPAS ) akan menjadi pertimbangan tambahanDeskripsi pekerjaan:•	Menjalankan Google Performance Max & search ads•	Mengerti dan menjalankan tentang google tag manager•	Melakukan report daily google ads•	Menjalankan iklan menggunakan Google Analytics, Google Ads, Facebook Ads, CPAS dan alat SEO•	Menjalankan iklan Meta ADS (FB Ads & CPAS)•	Menaikan keyword brand identity•	Melakukan analisa keyword daily, weekly & monthly•	Menjalankan google smart campaign & DSA•	Riset data kustom audience & look like audience•	Menulis artikel seputar produk / Kesehatan dan Membuat Back LinkLihat Lebih Sedikit",https://glints.com/id/opportunities/jobs/google-ads-specialist/a109d96b-74ae-46bc-ad68-1ce38d932374?utm_referrer=explore&traceInfo=74ecfe86-94d4-4892-bae0-d89144b0f829,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/7d940c0d9f3e048e62a3eddcd98637d7.png
marketing,PT Petromitra Pacific Internusa,Marketing,Penuh Waktu · Kerja di kantor,Minimal SMA/SMK,1 - 3 tahun pengalaman,"Deskripsi pekerjaan marketing PT Petromitra Pacific InternusaMARKETING OTOMOTIF & INDUSTRIPenempatan : Kawasan Industri Candi, Kedungpane, Kec. Ngaliyan, Kota SemarangRequirements :Pria usia min. 22 thLulusan pendidikan min. SMA/ SMKMemiliki SIM CPengalaman keria min. 1 tahunMemiliki SKCK yang berlakuBersedia ditempatkan seluruh cabang PetroasiaJuiur, disiplin, bertanggung jawab, siap bekeria dengan targetBerpengalaman sebagai sales sparepart, pelumas, oli lebih disukaiTask & Responsibilities :Mencari customer baruMembina hubungan baik dengan customer agar repeat orderMeningkatkan omzet penjualanFasilitas :Gaji Pokok, THR, BPJS Ketenagakerjaan, Jeniang Karir, Pelatihan, Insentif tidak TerbatasLihat Lebih Sedikit",https://glints.com/id/opportunities/jobs/marketing/f1a3e898-8170-4bd9-9a13-94206db82218?utm_referrer=explore&traceInfo=74ecfe86-94d4-4892-bae0-d89144b0f829,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/bdbba45561d6be987855a1e2251283d3.jpeg
Customer Relation,PT TIGA BERLIAN MANDIRI (TIBERMAN),Marketing,Penuh Waktu · Kerja di kantor,Minimal Diploma (D1 - D4),1 - 3 tahun pengalaman,"Deskripsi pekerjaan Customer Relation PT TIGA BERLIAN MANDIRI (TIBERMAN)Deskripsi Pekerjaan:1. Mencari pelanggan / peluang relasi baru untuk bekerja sama dengan perusahaan.2. Menjalin komunikasi yang insentif baik dengan calon pelanggan ataupun customer existing.3. Melakukan visit area jika diperlukan.4. Menangani setiap pertanyaan dan juga kebutuhan pelanggan.5. Memberikan informasi produk dan layanan perusahaan kepada pelanggan.6. Membangun hubungan yang baik dan meningkatkan kepuasan pelanggan.Kualifikasi:1. Pendidikan minimal Diploma / Sarjana semua jurusan.2. Fresh graduate are welcome.3. Memiliki pengalaman dibidang yang sama diutamakan.4. Terbiasa bekerja di office maupun di lapangan.5. Memiliki skill komunikasi yang baik (lisan maupun tulisan).6. Memiliki skill negosiasi yang baik, serta mampu persuasif.7. Dapat mengendarai roda empat dan memiliki SIM A aktif.8. Target oriented.9. Berdomisili di Surabaya.Lihat Lebih Sedikit",https://glints.com/id/opportunities/jobs/customer-relation/3af88177-befb-4ad1-9153-600fba09c51c?utm_referrer=explore&traceInfo=74ecfe86-94d4-4892-bae0-d89144b0f829,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/8ada2d1d4126cb438c74fd3b0937a706.jpg
Freelance MC EVENT,Dwe Organizer,Marketing,Paruh Waktu · Kerja di kantor,Minimal SMA/SMK,1 - 3 tahun pengalaman,"Deskripsi pekerjaan Freelance MC EVENT Dwe Organizerkriteria :1. Wanita, minimal usia 18 tahun2. Dapat berkomunikasi dengan baik3. Diutamakan Tidak berhijab4. Menyukai Pekerjaan di Dunia Entertainment5. Berdomisili Tangerang dan Jakarta6. Memiliki pengalaman MC di Event/Penyiar Radio/Content CreatorLihat Lebih Sedikit",https://glints.com/id/opportunities/jobs/freelance-mc-event/6558a45d-603d-4adf-b107-b4c4abcc9766?utm_referrer=explore&traceInfo=74ecfe86-94d4-4892-bae0-d89144b0f829,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/27c6eb878a0cd1e68cef37eaad205770.jpeg
Marketing Officer,Bpr Guna Yatra,Marketing,Penuh Waktu · Kerja di kantor,Minimal Diploma (D1 - D4),1 - 3 tahun pengalaman,"Deskripsi pekerjaan Marketing Officer Bpr Guna YatraBPR Guna Yatra adalah perusahaan yang bergerak di bidang perbankan. Salah satu Bank Perkreditan Rakyat Konvensional berkedudukan di Surabaya yang berkembang, membutuhkan karyawan di bidang Pemasaran (Tabungan & Deposito) dan Kredit. Dengan Kriteria sebagai berikut : - Pria atau Wanita;- Umur maksimal 40 tahun;- Pendidikan minimal D3 & S1 semua jurusan;- Penempatan di kota Surabaya;- Diutamakan berpengalaman di bidang Pemasaran Perbankan (Funding maupun Lending);- Memiliki Customer Base & Network yg luas, terutama di wilayah kota Surabaya dan sekitarnya;- Komunikatif, memiliki semangat tinggi & dapat bekerja dengan tim;- Berpenampilan menarik serta siap bekerja dan berorientasi pada target.Lihat Lebih Sedikit",https://glints.com/id/opportunities/jobs/marketing-officer/025ca0c0-9eec-4749-9220-4d95e515d38d?utm_referrer=explore&traceInfo=74ecfe86-94d4-4892-bae0-d89144b0f829,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/cf61ad9e86fe1de9ece174f5a906ba36.jpg
Advertiser Tiktok,PT Optima Winwin Solution,Marketing,Kontrak · Kerja di kantor,Minimal SMA/SMK,Pengalaman kurang dari 1 tahun,Deskripsi pekerjaan Advertiser Tiktok PT Optima Winwin SolutionKUALIFIKASI :Memiliki pengelaman kerja minimal 1 tahun sebagai Advertiser Tiktok Specialist Pengetahuan mendalam tentang platform iklan TiktokKemampuan analitis yang kuat dan detail-orientedPengalaman dalam menggunakan alat analisis iklan seperti Tiktok Ads ManagerLihat Lebih Sedikit,https://glints.com/id/opportunities/jobs/advertiser-tiktok/c6128819-38b9-451c-aa49-fbe3556ae38b?utm_referrer=explore&traceInfo=74ecfe86-94d4-4892-bae0-d89144b0f829,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/eef1cd5788a52c63f823c54235bd9a03.jpg
Marketing Strategist,PT Optima Winwin Solution,Marketing,Kontrak · Kerja di kantor,Minimal Diploma (D1 - D4),1 - 3 tahun pengalaman,"Deskripsi pekerjaan Marketing Strategist PT Optima Winwin SolutionREQUIREMENTS: Minimal 1 tahun pengalaman kerja menangani aktivitas pemasaranManajemen proyek yang kuat, Kemampuan berpikir kritis dan mengembangkan rencana pemasaran jangka panjang yang selaras dengan tujuan bisnis Pengetahuan luas tentang strategi pemasaran, saluran dan brandingProaktif dan perhatian yang kuat terhadap detailDESCRIPTION :Mengembangkan, merencanakan dan melaksanakan strategi pemasaran perusahaan untuk mempromosikan layanan dan produk untuk meningkatkan brand awareness dan mencapai target penjualanMengelola, melacak dan melaporkan anggaran yang digunakan untuk aktivitas pemasaranSecara proaktif mengusulkan inisiatif pemasaran baru mengikuti riset pasar atau survei pelangganBertanggung jawab untuk menyelenggarakan acara dan seminar untuk mempromosikan layanan dan produk Mengelola dan memotivasi tim pemasaranBertanggung jawab untuk menganalisis data pemasaran untuk mengukur efektivitas kampanye pemasaran dan menyesuaikan strategi sesuai kebutuhanPengoptimalan kampanye: meningkatkan CTR, rasio konversi, dan ROAS melalui riset kata kunci, penargetan audiens dan copywritingLihat Lebih Sedikit",https://glints.com/id/opportunities/jobs/marketing-strategist/e8607359-9ef2-4a79-ad56-6138bb9648bc?utm_referrer=explore&traceInfo=74ecfe86-94d4-4892-bae0-d89144b0f829,https://images.glints.com/unsafe/glints-dashboard.oss-ap-southeast-1.aliyuncs.com/company-logo/eef1cd5788a52c63f823c54235bd9a03.jpg
